,Movie Name,Year of Release,Run Time,Rating,Metascore,Genre,Votes,Gross,Description
134,Chhichhore,-2019,143 min,8.3,****,"Comedy, Drama, Romance","58,737",$0.90M,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
135,Ayla: The Daughter of War,-2017,125 min,8.3,****,"Biography, Drama, History","41,966",%^%^%^,"Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind."
136,Shershaah,-2021,135 min,8.3,****,"Action, Biography, Drama","125,607",%^%^%^,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
137,The Kid,-1921,68 min,8.3,****,"Comedy, Drama, Family","130,277",$5.45M,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
138,Raatchasan,-2018,170 min,8.3,****,"Action, Crime, Drama","47,517",%^%^%^,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
139,Drishyam,-2013,160 min,8.3,****,"Crime, Drama, Thriller","42,836",%^%^%^,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
140,Indiana Jones and the Last Crusade,-1989,127 min,8.2,65,"Action, Adventure","784,643",$197.17M,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers."
141,The Wolf of Wall Street,-2013,180 min,8.2,75,"Biography, Comedy, Crime","1,480,566",$116.90M,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
142,No Country for Old Men,-2007,122 min,8.2,92,"Crime, Drama, Thriller","1,010,618",$74.28M,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
143,Spider-Man: No Way Home,-2021,148 min,8.2,71,"Action, Adventure, Fantasy","814,712",$804.75M,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
144,Jurassic Park,-1993,127 min,8.2,68,"Action, Adventure, Sci-Fi","1,023,684",$402.45M,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
145,There Will Be Blood,-2007,158 min,8.2,93,Drama,"610,160",$40.22M,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
146,Taxi Driver,-1976,114 min,8.2,94,"Crime, Drama","873,309",$28.26M,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
147,The Truman Show,-1998,103 min,8.2,90,"Comedy, Drama","1,129,073",$125.62M,An insurance salesman discovers his whole life is actually a reality TV show.
148,Batman Begins,-2005,140 min,8.2,70,"Action, Crime, Drama","1,515,972",$206.85M,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city."
149,Shutter Island,-2010,138 min,8.2,63,"Mystery, Thriller","1,375,566",$128.01M,"Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place."
150,1917,-2019,119 min,8.2,78,"Action, Drama, War","630,188",$159.23M,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
151,Die Hard,-1988,132 min,8.2,72,"Action, Thriller","906,566",$83.01M,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
152,Casino,-1995,178 min,8.2,73,"Crime, Drama","539,491",$42.44M,"In Las Vegas, two best friends - a casino executive and a mafia enforcer - compete for a gambling empire and a fast-living, fast-loving socialite."
153,Snatch,-2000,102 min,8.2,55,"Comedy, Crime","879,307",$30.33M,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
154,Green Book,-2018,130 min,8.2,69,"Biography, Comedy, Drama","526,267",$85.08M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
155,L.A. Confidential,-1997,138 min,8.2,91,"Crime, Drama, Mystery","596,762",$64.62M,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
156,The Sixth Sense,-1999,107 min,8.2,64,"Drama, Mystery, Thriller","1,016,843",$293.51M,"Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife."
157,The Thing,-1982,109 min,8.2,57,"Horror, Mystery, Sci-Fi","442,699",$13.78M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
158,Kill Bill: Vol. 1,-2003,111 min,8.2,69,"Action, Crime, Thriller","1,148,295",$70.10M,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
159,Howl's Moving Castle,-2004,119 min,8.2,82,"Animation, Adventure, Family","417,427",$4.71M,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
160,Finding Nemo,-2003,100 min,8.2,90,"Animation, Adventure, Comedy","1,074,307",$380.84M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
161,A Beautiful Mind,-2001,135 min,8.2,72,"Biography, Drama","955,772",$170.74M,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
162,The Father,(I) (2020),97 min,8.2,88,"Drama, Mystery","172,769",#132,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
163,Gone with the Wind,-1939,238 min,8.2,97,"Drama, Romance, War","324,355",$198.68M,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.
164,V for Vendetta,-2005,132 min,8.2,62,"Action, Drama, Sci-Fi","1,146,453",$70.51M,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
165,Downfall,-2004,156 min,8.2,82,"Biography, Drama, History","364,408",$5.51M,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
166,Pan's Labyrinth,-2006,118 min,8.2,98,"Drama, Fantasy, War","684,365",$37.63M,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
167,Chinatown,-1974,130 min,8.2,92,"Drama, Mystery, Thriller","336,940",#158,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
168,Unforgiven,-1992,130 min,8.2,85,"Drama, Western","423,387",$101.16M,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid."""
169,For a Few Dollars More,-1965,132 min,8.2,74,"Drama, Western","264,697",$15.00M,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.
170,Monty Python and the Holy Grail,-1975,91 min,8.2,91,"Adventure, Comedy, Fantasy","554,869",$1.23M,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
171,The Great Escape,-1963,172 min,8.2,86,"Adventure, Drama, History","251,036",$12.10M,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
172,Some Like It Hot,-1959,121 min,8.2,98,"Comedy, Music, Romance","274,794",$25.00M,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
173,The Secret in Their Eyes,-2009,129 min,8.2,80,"Drama, Mystery, Romance","215,420",$6.39M,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
174,The Elephant Man,-1980,124 min,8.2,78,"Biography, Drama","249,700",#157,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
175,Ran,-1985,162 min,8.2,97,"Action, Drama, War","130,417",$4.14M,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
176,Demon Slayer the Movie: Mugen Train,-2020,117 min,8.2,72,"Animation, Action, Adventure","66,184",$47.70M,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair."
177,Tumbbad,-2018,104 min,8.2,****,"Drama, Fantasy, Horror","54,004",%^%^%^,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
178,Drishyam 2,-2022,140 min,8.2,****,"Crime, Drama, Mystery","38,709",%^%^%^,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?
179,Tokyo Story,-1953,136 min,8.2,100,Drama,"64,824",#208,"An old couple visit their children and grandchildren in the city, but receive little attention."
180,Dial M for Murder,-1954,105 min,8.2,75,"Crime, Thriller","182,019",$0.01M,A former tennis star arranges the murder of his adulterous wife.
181,Klaus,-2019,96 min,8.2,65,"Animation, Adventure, Comedy","168,710",#178,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
182,All About Eve,-1950,138 min,8.2,98,Drama,"134,870",$0.01M,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
183,Gangs of Wasseypur,-2012,321 min,8.2,89,"Action, Comedy, Crime","99,936",%^%^%^,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
